"","x"
"1667","PGSC0003DMG400003436"
"1668","PGSC0003DMG400012891"
"1669","PGSC0003DMG400002746"
"1670","PGSC0003DMG400021136"
"1671","PGSC0003DMG400014422"
"1672","Novel03196"
"1673","PGSC0003DMG400035976"
"1674","PGSC0003DMG400033038"
"1675","PGSC0003DMG401026984"
"1676","Novel00943"
"1677","PGSC0003DMG400025414"
"1678","PGSC0003DMG400032506"
"1679","PGSC0003DMG400021420"
"1680","PGSC0003DMG400026461"
"1681","PGSC0003DMG400001082"
"1682","PGSC0003DMG400010339"
"1683","PGSC0003DMG400000099"
"1684","PGSC0003DMG400020416"
"1685","Novel02004"
"1686","PGSC0003DMG401000097"
"1687","PGSC0003DMG400003467"
"1688","PGSC0003DMG400005725"
"1689","PGSC0003DMG402029631"
"1690","PGSC0003DMG402010056"
"1691","Novel03343"
"1692","PGSC0003DMG400003044"
"1693","PGSC0003DMG400030440"
"1694","PGSC0003DMG400005019"
"1695","EPlSTUG00000004892"
"1696","PGSC0003DMG403028564"
"1697","PGSC0003DMG400032124"
"1698","PGSC0003DMG400027372"
"1699","PGSC0003DMG400013335"
"1700","PGSC0003DMG400016601"
"1701","PGSC0003DMG400020636"
"1702","PGSC0003DMG401001494"
"1703","PGSC0003DMG400011207"
"1704","Novel01397"
"1705","PGSC0003DMG400007805"
"1706","PGSC0003DMG400021569"
"1707","PGSC0003DMG400010362"
"1708","PGSC0003DMG400025555"
"1709","PGSC0003DMG400000537"
"1710","PGSC0003DMG400003040"
"1711","PGSC0003DMG400029934"
"1712","PGSC0003DMG400017151"
"1713","PGSC0003DMG400019149"
"1714","PGSC0003DMG400030640"
"1715","PGSC0003DMG400023912"
"1716","PGSC0003DMG400010450"
"1717","PGSC0003DMG400032820"
"1718","PGSC0003DMG402019891"
"1719","PGSC0003DMG400008740"
"1720","PGSC0003DMG400010853"
"1721","PGSC0003DMG400000132"
"1722","PGSC0003DMG401017626"
"1723","PGSC0003DMG400023726"
"1724","PGSC0003DMG400032557"
"1725","PGSC0003DMG400004756"
"1726","PGSC0003DMG400007481"
"1727","PGSC0003DMG400027633"
"1728","PGSC0003DMG400030685"
"1729","Novel02347"
"1730","PGSC0003DMG402014048"
"1731","PGSC0003DMG400019088"
"1732","PGSC0003DMG400000639"
"1733","PGSC0003DMG400012100"
"1734","PGSC0003DMG400003549"
"1735","PGSC0003DMG400001624"
"1736","PGSC0003DMG402028784"
"1737","PGSC0003DMG400000211"
"1738","PGSC0003DMG400012101"
"1739","PGSC0003DMG400008362"
"1740","PGSC0003DMG402020509"
"1741","PGSC0003DMG400008999"
"1742","PGSC0003DMG400001579"
"1743","PGSC0003DMG400012117"
"1744","PGSC0003DMG402017902"
"1745","Novel03306"
"1746","PGSC0003DMG400023107"
"1747","PGSC0003DMG400007855"
"1748","Novel02988"
"1749","PGSC0003DMG400013638"
"1750","Novel03114"
"1751","PGSC0003DMG400023657"
"1752","PGSC0003DMG400000217"
"1753","PGSC0003DMG400043373"
"1754","PGSC0003DMG400032289"
"1755","PGSC0003DMG400033681"
"1756","PGSC0003DMG400015006"
"1757","Novel00368"
"1758","PGSC0003DMG400000685"
"1759","PGSC0003DMG400019959"
"1760","Novel01790"
"1761","PGSC0003DMG400017231"
"1762","PGSC0003DMG400017518"
"1763","PGSC0003DMG400015342"
"1764","PGSC0003DMG400016140"
"1765","PGSC0003DMG400014029"
"1766","PGSC0003DMG400027631"
"1767","PGSC0003DMG400027071"
"1768","PGSC0003DMG400009466"
"1769","Novel02679"
"1770","PGSC0003DMG400002519"
"1771","PGSC0003DMG400002937"
"1772","PGSC0003DMG401011372"
"1773","PGSC0003DMG400010166"
"1774","PGSC0003DMG400018311"
"1775","PGSC0003DMG400031365"
"1776","PGSC0003DMG401029257"
"1777","PGSC0003DMG400018378"
"1778","PGSC0003DMG400011406"
"1779","PGSC0003DMG400027401"
"1780","PGSC0003DMG400029315"
"1781","PGSC0003DMG400021026"
"1782","PGSC0003DMG400008137"
"1783","PGSC0003DMG400014485"
"1784","PGSC0003DMG400030813"
"1785","PGSC0003DMG400002473"
"1786","PGSC0003DMG400028375"
"1787","PGSC0003DMG400014753"
"1788","PGSC0003DMG400008855"
"1789","PGSC0003DMG400025797"
"1790","PGSC0003DMG400011172"
"1791","PGSC0003DMG400032249"
"1792","PGSC0003DMG400010718"
"1793","PGSC0003DMG400004698"
"1794","PGSC0003DMG400027945"
"1795","PGSC0003DMG400004766"
"1796","Novel01727"
"1797","PGSC0003DMG400003306"
"1798","PGSC0003DMG400000555"
"1799","PGSC0003DMG401019681"
"1800","PGSC0003DMG400000716"
"1801","PGSC0003DMG400039789"
"1802","PGSC0003DMG400002928"
"1803","PGSC0003DMG400001772"
"1804","PGSC0003DMG400022345"
"1805","PGSC0003DMG400018565"
"1806","PGSC0003DMG400000601"
"1807","PGSC0003DMG400026278"
"1808","Novel01216"
"1809","PGSC0003DMG400005456"
"1810","PGSC0003DMG400020292"
"1811","PGSC0003DMG400031457"
"1812","PGSC0003DMG400024344"
"1813","PGSC0003DMG400008011"
"1814","PGSC0003DMG400020752"
"1815","PGSC0003DMG400013307"
"1816","PGSC0003DMG400013692"
"1817","PGSC0003DMG400024100"
"1818","PGSC0003DMG400023864"
"1819","PGSC0003DMG400031523"
"1820","PGSC0003DMG400031228"
"1821","PGSC0003DMG400021891"
"1822","PGSC0003DMG401011536"
"1823","Novel00078"
"1824","PGSC0003DMG400035938"
"1825","PGSC0003DMG400011951"
"1826","PGSC0003DMG401025892"
"1827","Novel02992"
"1828","PGSC0003DMG402003745"
"1829","PGSC0003DMG400000081"
"1830","PGSC0003DMG400022709"
"1831","PGSC0003DMG400020315"
"1832","PGSC0003DMG400026465"
"1833","PGSC0003DMG400000715"
"1834","PGSC0003DMG400017485"
"1835","PGSC0003DMG400004017"
"1836","PGSC0003DMG400020724"
"1837","PGSC0003DMG400029132"
"1838","PGSC0003DMG400031263"
"1839","PGSC0003DMG400007471"
"1840","PGSC0003DMG400001638"
"1841","PGSC0003DMG400005713"
"1842","PGSC0003DMG400019100"
"1843","PGSC0003DMG400007000"
"1844","PGSC0003DMG400013886"
"1845","PGSC0003DMG400013215"
"1846","PGSC0003DMG400020803"
"1847","PGSC0003DMG400026853"
"1848","PGSC0003DMG400021861"
"1849","PGSC0003DMG400008936"
"1850","PGSC0003DMG400011953"
"1851","PGSC0003DMG400010067"
"1852","PGSC0003DMG400021737"
"1853","PGSC0003DMG400016878"
"1854","PGSC0003DMG400006211"
"1855","PGSC0003DMG400027289"
"1856","PGSC0003DMG400027729"
"1857","PGSC0003DMG400011771"
"1858","PGSC0003DMG400027645"
"1859","PGSC0003DMG400009464"
"1860","PGSC0003DMG400018399"
"1861","PGSC0003DMG400023694"
"1862","PGSC0003DMG400017100"
"1863","PGSC0003DMG400032817"
"1864","PGSC0003DMG400014824"
"1865","PGSC0003DMG400007467"
"1866","PGSC0003DMG400031145"
"1867","PGSC0003DMG400002756"
"1868","PGSC0003DMG400022134"
"1869","PGSC0003DMG401014160"
"1870","PGSC0003DMG400009472"
"1871","PGSC0003DMG400025862"
"1872","PGSC0003DMG402022115"
"1873","PGSC0003DMG400007244"
"1874","PGSC0003DMG400012543"
"1875","PGSC0003DMG400015230"
"1876","PGSC0003DMG400014225"
"1877","Novel01774"
"1878","PGSC0003DMG400033043"
"1879","Novel00785"
"1880","PGSC0003DMG400007309"
"1881","PGSC0003DMG400002345"
"1882","PGSC0003DMG400027187"
"1883","PGSC0003DMG400018273"
"1884","PGSC0003DMG400027922"
"1885","PGSC0003DMG400024357"
"1886","PGSC0003DMG400014316"
"1887","PGSC0003DMG400001627"
"1888","PGSC0003DMG400020999"
"1889","PGSC0003DMG400002515"
"1890","PGSC0003DMG400024449"
"1891","PGSC0003DMG400024474"
"1892","PGSC0003DMG400011751"
"1893","PGSC0003DMG400018379"
"1894","PGSC0003DMG400002789"
"1895","PGSC0003DMG400012118"
"1896","PGSC0003DMG400029732"
"1897","PGSC0003DMG400014267"
"1898","PGSC0003DMG400027333"
"1899","PGSC0003DMG400015157"
"1900","PGSC0003DMG400008151"
"1901","PGSC0003DMG400030762"
"1902","PGSC0003DMG400026511"
"1903","PGSC0003DMG400017640"
"1904","PGSC0003DMG400012685"
"1905","PGSC0003DMG400009936"
"1906","PGSC0003DMG400007200"
"1907","PGSC0003DMG400041467"
"1908","PGSC0003DMG400006814"
"1909","PGSC0003DMG400012413"
"1910","PGSC0003DMG400011929"
"1911","PGSC0003DMG400029430"
"1912","PGSC0003DMG400012581"
"1913","PGSC0003DMG400028797"
"1914","Novel03067"
"1915","PGSC0003DMG402021921"
"1916","PGSC0003DMG400015611"
"1917","PGSC0003DMG400012202"
"1918","PGSC0003DMG400002049"
"1919","PGSC0003DMG400033685"
"1920","PGSC0003DMG400008357"
"1921","Novel00184"
"1922","PGSC0003DMG400030339"
"1923","PGSC0003DMG400024362"
"1924","PGSC0003DMG400016067"
"1925","PGSC0003DMG400005760"
"1926","PGSC0003DMG400013301"
"1927","PGSC0003DMG400034296"
"1928","PGSC0003DMG400028904"
"1929","PGSC0003DMG400019767"
"1930","PGSC0003DMG400030491"
"1931","PGSC0003DMG400023985"
"1932","PGSC0003DMG402018380"
"1933","PGSC0003DMG401014997"
"1934","PGSC0003DMG400027793"
"1935","PGSC0003DMG400018315"
"1936","PGSC0003DMG400016284"
"1937","PGSC0003DMG400012795"
"1938","PGSC0003DMG400028799"
"1939","Novel00013"
"1940","PGSC0003DMG400004580"
"1941","PGSC0003DMG400033141"
"1942","PGSC0003DMG401027394"
"1943","PGSC0003DMG400006078"
"1944","PGSC0003DMG400013077"
"1945","PGSC0003DMG400024251"
"1946","PGSC0003DMG400020422"
"1947","PGSC0003DMG400017760"
"1948","PGSC0003DMG401018057"
"1949","PGSC0003DMG400016965"
"1950","PGSC0003DMG400002183"
"1951","PGSC0003DMG400028540"
"1952","PGSC0003DMG400004727"
"1953","PGSC0003DMG400002018"
"1954","PGSC0003DMG400009296"
"1955","PGSC0003DMG400026959"
"1956","PGSC0003DMG400027400"
"1957","PGSC0003DMG400017895"
"1958","PGSC0003DMG400014863"
"1959","PGSC0003DMG400033876"
"1960","PGSC0003DMG400010738"
"1961","PGSC0003DMG402027085"
"1962","PGSC0003DMG400029263"
"1963","PGSC0003DMG400000872"
"1964","PGSC0003DMG400032208"
"1965","PGSC0003DMG400010410"
"1966","PGSC0003DMG400002688"
"1967","PGSC0003DMG400014486"
"1968","PGSC0003DMG400004573"
"1969","PGSC0003DMG400025881"
"1970","PGSC0003DMG400021027"
"1971","PGSC0003DMG400027228"
"1972","PGSC0003DMG400006856"
"1973","PGSC0003DMG400010173"
"1974","PGSC0003DMG401026149"
"1975","PGSC0003DMG400017936"
"1976","PGSC0003DMG400013885"
"1977","PGSC0003DMG400014263"
"1978","PGSC0003DMG400007562"
"1979","PGSC0003DMG400009946"
"1980","PGSC0003DMG400003726"
"1981","PGSC0003DMG400003619"
"1982","PGSC0003DMG400023125"
"1983","PGSC0003DMG400002725"
"1984","PGSC0003DMG400017095"
"1985","PGSC0003DMG400027711"
"1986","PGSC0003DMG400005081"
"1987","PGSC0003DMG400020099"
"1988","PGSC0003DMG400005494"
"1989","PGSC0003DMG400022337"
"1990","PGSC0003DMG400012021"
"1991","PGSC0003DMG400008629"
"1992","PGSC0003DMG401004858"
"1993","PGSC0003DMG400008811"
"1994","PGSC0003DMG400000570"
"1995","PGSC0003DMG400027340"
"1996","Novel00707"
"1997","PGSC0003DMG400006713"
"1998","PGSC0003DMG400007306"
"1999","PGSC0003DMG400001881"
"2000","PGSC0003DMG400019139"
"2001","PGSC0003DMG400007820"
"2002","Novel01759"
"2003","PGSC0003DMG400025387"
"2004","PGSC0003DMG400017248"
"2005","PGSC0003DMG400014549"
"2006","Novel00023"
"2007","PGSC0003DMG400031271"
"2008","PGSC0003DMG400018914"
"2009","PGSC0003DMG402030531"
"2010","PGSC0003DMG400005975"
"2011","PGSC0003DMG400016249"
"2012","PGSC0003DMG400030696"
"2013","PGSC0003DMG400020489"
"2014","PGSC0003DMG400012824"
"2015","PGSC0003DMG400010713"
"2016","PGSC0003DMG401005194"
"2017","PGSC0003DMG400003213"
"2018","PGSC0003DMG400020569"
"2019","Novel02685"
"2020","PGSC0003DMG400028030"
"2021","PGSC0003DMG400012964"
"2022","PGSC0003DMG400004664"
"2023","PGSC0003DMG400029242"
"2024","PGSC0003DMG400013989"
"2025","PGSC0003DMG400020122"
"2026","Novel01733"
"2027","PGSC0003DMG400042445"
"2028","PGSC0003DMG400027388"
"2029","PGSC0003DMG400002790"
"2030","PGSC0003DMG400023382"
"2031","PGSC0003DMG400002045"
"2032","PGSC0003DMG400003735"
"2033","Novel01053"
"2034","PGSC0003DMG400047346"
"2035","PGSC0003DMG400003700"
"2036","Novel00697"
"2037","PGSC0003DMG400000086"
"2038","PGSC0003DMG400011118"
"2039","PGSC0003DMG400015054"
"2040","PGSC0003DMG400028013"
"2041","PGSC0003DMG400024707"
"2042","PGSC0003DMG400021533"
"2043","PGSC0003DMG400024781"
"2044","PGSC0003DMG400027611"
"2045","PGSC0003DMG400002151"
"2046","PGSC0003DMG400020986"
"2047","PGSC0003DMG400003722"
"2048","PGSC0003DMG400023510"
"2049","PGSC0003DMG400028159"
"2050","PGSC0003DMG400021589"
"2051","PGSC0003DMG400029768"
"2052","PGSC0003DMG400020343"
"2053","PGSC0003DMG402022324"
"2054","PGSC0003DMG400019725"
"2055","PGSC0003DMG400020757"
"2056","PGSC0003DMG400001980"
"2057","PGSC0003DMG400032226"
"2058","PGSC0003DMG400028068"
"2059","PGSC0003DMG401025826"
"2060","PGSC0003DMG401015455"
"2061","PGSC0003DMG400018382"
"2062","Novel00304"
"2063","PGSC0003DMG400015661"
"2064","PGSC0003DMG400024797"
"2065","PGSC0003DMG400017949"
"2066","PGSC0003DMG400005592"
"2067","PGSC0003DMG400009130"
"2068","PGSC0003DMG400000332"
"2069","PGSC0003DMG400029237"
"2070","PGSC0003DMG400016066"
"2071","PGSC0003DMG400028953"
"2072","PGSC0003DMG400029662"
"2073","PGSC0003DMG400005346"
"2074","Novel02419"
"2075","PGSC0003DMG400024205"
"2076","PGSC0003DMG400006313"
"2077","PGSC0003DMG400016095"
"2078","Novel03332"
"2079","PGSC0003DMG400028124"
"2080","Novel01407"
"2081","PGSC0003DMG400012653"
"2082","PGSC0003DMG400003217"
"2083","PGSC0003DMG400021787"
"2084","PGSC0003DMG400029371"
"2085","PGSC0003DMG400006802"
"2086","PGSC0003DMG400008585"
"2087","PGSC0003DMG400011021"
"2088","PGSC0003DMG400027176"
"2089","PGSC0003DMG400019872"
"2090","PGSC0003DMG400031451"
"2091","PGSC0003DMG400021684"
"2092","PGSC0003DMG400033650"
"2093","PGSC0003DMG400019618"
"2094","PGSC0003DMG400016155"
"2095","PGSC0003DMG400011811"
"2096","PGSC0003DMG400030144"
"2097","PGSC0003DMG400004629"
"2098","PGSC0003DMG400001307"
"2099","PGSC0003DMG401000057"
"2100","PGSC0003DMG400022764"
"2101","PGSC0003DMG400017334"
"2102","PGSC0003DMG400016698"
"2103","PGSC0003DMG400029174"
"2104","PGSC0003DMG400015801"
"2105","PGSC0003DMG400025159"
"2106","Novel03249"
"2107","PGSC0003DMG400029207"
"2108","PGSC0003DMG400008660"
"2109","PGSC0003DMG400019535"
"2110","PGSC0003DMG400030928"
"2111","PGSC0003DMG400004363"
"2112","PGSC0003DMG400019110"
"2113","PGSC0003DMG401009161"
"2114","PGSC0003DMG400017185"
"2115","PGSC0003DMG400010154"
"2116","PGSC0003DMG400001396"
"2117","PGSC0003DMG400019693"
"2118","PGSC0003DMG400004037"
"2119","PGSC0003DMG400002618"
"2120","PGSC0003DMG400001302"
"2121","Novel02170"
"2122","PGSC0003DMG400031758"
"2123","Novel01872"
"2124","PGSC0003DMG401005669"
"2125","PGSC0003DMG400011031"
"2126","PGSC0003DMG400026221"
"2127","PGSC0003DMG400030693"
"2128","PGSC0003DMG400009871"
"2129","Novel03169"
"2130","PGSC0003DMG400033171"
"2131","PGSC0003DMG400030683"
"2132","PGSC0003DMG400004735"
"2133","Novel03096"
"2134","PGSC0003DMG400012120"
"2135","Novel03415"
"2136","Novel00838"
"2137","PGSC0003DMG400019824"
"2138","PGSC0003DMG400011251"
"2139","PGSC0003DMG400029736"
"2140","PGSC0003DMG402008915"
"2141","PGSC0003DMG400000138"
"2142","PGSC0003DMG400029338"
"2143","PGSC0003DMG400016650"
"2144","PGSC0003DMG400021174"
"2145","PGSC0003DMG400022990"
"2146","PGSC0003DMG400005992"
"2147","Novel01101"
"2148","PGSC0003DMG400028580"
"2149","PGSC0003DMG400000185"
"2150","PGSC0003DMG400008833"
"2151","PGSC0003DMG400008591"
"2152","PGSC0003DMG400007603"
"2153","PGSC0003DMG400019294"
"2154","PGSC0003DMG400028483"
"2155","PGSC0003DMG400020775"
"2156","PGSC0003DMG400000067"
"2157","PGSC0003DMG400029499"
"2158","PGSC0003DMG402023504"
"2159","PGSC0003DMG400028958"
"2160","PGSC0003DMG400018146"
"2161","PGSC0003DMG400002728"
"2162","Novel02012"
"2163","PGSC0003DMG400003287"
"2164","PGSC0003DMG400002290"
"2165","PGSC0003DMG400025527"
"2166","PGSC0003DMG400030309"
"2167","PGSC0003DMG400031102"
"2168","PGSC0003DMG400021740"
"2169","PGSC0003DMG400012131"
"2170","PGSC0003DMG400001915"
"2171","PGSC0003DMG400025263"
"2172","PGSC0003DMG400030788"
"2173","PGSC0003DMG400004810"
"2174","PGSC0003DMG400014239"
"2175","PGSC0003DMG400016147"
"2176","PGSC0003DMG400024936"
"2177","PGSC0003DMG400002920"
"2178","PGSC0003DMG400018635"
"2179","PGSC0003DMG400018551"
"2180","PGSC0003DMG400006283"
"2181","PGSC0003DMG400026716"
"2182","PGSC0003DMG400011072"
"2183","PGSC0003DMG400017186"
"2184","PGSC0003DMG400012434"
"2185","PGSC0003DMG400002487"
"2186","Novel02885"
"2187","PGSC0003DMG400016365"
"2188","PGSC0003DMG400023700"
"2189","PGSC0003DMG400013297"
"2190","PGSC0003DMG402003297"
"2191","PGSC0003DMG400000735"
"2192","PGSC0003DMG400014441"
"2193","Novel01306"
"2194","PGSC0003DMG400005538"
"2195","PGSC0003DMG400030880"
"2196","PGSC0003DMG400001178"
"2197","PGSC0003DMG400032121"
"2198","PGSC0003DMG400012407"
"2199","PGSC0003DMG400029260"
"2200","PGSC0003DMG400002612"
"2201","PGSC0003DMG400029201"
"2202","Novel00135"
"2203","PGSC0003DMG400000803"
"2204","PGSC0003DMG400010819"
"2205","PGSC0003DMG400008677"
"2206","PGSC0003DMG400004631"
"2207","PGSC0003DMG400016535"
"2208","PGSC0003DMG402009879"
"2209","PGSC0003DMG400014248"
"2210","PGSC0003DMG400004961"
"2211","PGSC0003DMG400005269"
"2212","PGSC0003DMG400028977"
"2213","PGSC0003DMG400003090"
"2214","PGSC0003DMG400007800"
