Cluster-15354.73572,GO:0016787
Cluster-15354.74004,GO:0046872
Cluster-15354.74016,GO:0046983
Cluster-15354.74090,GO:0008661
Cluster-15354.74237,GO:0008144
Cluster-15354.74476,GO:0005515
Cluster-15354.74477,GO:0008168
Cluster-15354.74503,GO:0003723
Cluster-15354.74611,GO:0046872
Cluster-15354.74861,GO:0051536
Cluster-15354.75007,GO:0051082
Cluster-15354.75024,GO:0004672
Cluster-15354.75151,GO:0005515
Cluster-15354.75349,GO:0005515
Cluster-15354.75536,GO:0005515
Cluster-15354.75840,GO:0004190
Cluster-15354.76051,GO:0005509
Cluster-15354.76054,GO:0004834
Cluster-15354.76122,GO:0000287
Cluster-15354.76367,GO:0003824
Cluster-15354.76410,GO:0009055
Cluster-15354.76577,GO:0004535
Cluster-15354.76655,GO:0016705
Cluster-15354.76674,GO:0016829
Cluster-15354.76685,GO:0016760
Cluster-15354.76691,GO:0030170
Cluster-15354.76692,GO:0030170
Cluster-15354.76843,GO:0010277
Cluster-15354.76936,GO:0008270
Cluster-15354.77031,GO:0005089
Cluster-15354.77034,GO:0005089
Cluster-15354.77172,GO:0004857
Cluster-15354.77257,GO:0003774
Cluster-15354.77307,GO:0004659
Cluster-15354.77377,GO:0051287
Cluster-15354.77449,GO:0008270
Cluster-15354.77501,GO:0046872
Cluster-15354.77602,GO:0003735
Cluster-15354.77617,GO:0005524
Cluster-15354.77689,GO:0046872
Cluster-15354.77736,GO:0016702
Cluster-15354.77776,GO:0004842
Cluster-15354.77820,GO:0016773
Cluster-15354.77830,GO:0016787
Cluster-15354.77834,GO:0016773
Cluster-15354.77836,GO:0005509
Cluster-15354.77852,GO:0016597
Cluster-15354.7794,GO:0016705
Cluster-15354.78038,GO:0004553
Cluster-15354.78070,GO:0036459
Cluster-15354.78088,GO:0016853
Cluster-15354.78302,GO:0008173
Cluster-15354.78339,GO:0005515
Cluster-15354.78390,GO:0051033
Cluster-15354.78453,GO:0003743
Cluster-15354.78457,GO:0003918
Cluster-15354.78460,GO:0046872
Cluster-15354.78545,GO:0005515
Cluster-15354.78600,GO:0016702
Cluster-15354.78625,GO:0046983
Cluster-15354.78755,GO:0051920
Cluster-15354.78814,GO:0003700
Cluster-15354.78815,GO:0070402
Cluster-15354.78876,GO:0016773
Cluster-15354.78938,GO:0003676
Cluster-15354.78968,GO:0005515
Cluster-15354.79012,GO:0005515
Cluster-15354.79033,GO:0009055
Cluster-15354.79045,GO:0016773
Cluster-15354.79058,GO:0004852
Cluster-15354.79150,GO:0005515
Cluster-15354.79261,GO:0005388
Cluster-15354.79417,GO:0004127
Cluster-15354.79453,GO:0005515
Cluster-15354.79472,GO:0016491
Cluster-15354.79510,GO:0003723
Cluster-15354.79694,GO:0005509
Cluster-15354.79697,GO:0003735
Cluster-15354.79958,GO:0004853
Cluster-15354.80011,GO:0016874
Cluster-15354.80028,GO:0003887
Cluster-15354.80032,GO:0046872
Cluster-15354.80066,GO:0004332
Cluster-15354.80174,GO:0050662
Cluster-15354.80176,GO:0008839
Cluster-15354.80186,GO:0008855
Cluster-15354.80228,GO:0008017
Cluster-15354.80249,GO:0008270
Cluster-15354.80270,GO:0003700
Cluster-15354.80287,GO:0047750
Cluster-15354.80292,GO:0004222
Cluster-15354.80316,GO:0070009
Cluster-15354.80487,GO:0035257
Cluster-15354.80527,GO:0016747
Cluster-15354.80589,GO:0003994
Cluster-15354.80593,GO:0008289
Cluster-15354.80611,GO:0005515
Cluster-15354.80641,GO:0016868
Cluster-15354.80684,GO:0016763
Cluster-15354.80711,GO:0003723
Cluster-15354.80734,GO:0016857
Cluster-15354.80741,GO:0004789
Cluster-15354.80800,GO:0005506
Cluster-15354.80892,GO:0004553
Cluster-15354.80894,GO:0004553
Cluster-15354.80932,GO:0045735
Cluster-15354.80933,GO:0004332
Cluster-15354.81003,GO:0004190
Cluster-15354.81124,GO:0003677
Cluster-15354.81126,GO:0015035
Cluster-15354.81265,GO:0046872
Cluster-15354.81270,GO:0003824
Cluster-15354.81286,GO:0015159
Cluster-15354.81289,GO:0003677
Cluster-15354.81290,GO:0003899
Cluster-15354.81303,GO:0005515
Cluster-15354.81339,GO:0003735
Cluster-15354.81376,GO:0004553
Cluster-15354.81408,GO:0009001
Cluster-15354.81420,GO:0016760
Cluster-15354.81426,GO:0008270
Cluster-15354.81435,GO:0008137
Cluster-15354.81596,GO:0030170
Cluster-15354.81610,GO:0003854
Cluster-15354.81612,GO:0016491
Cluster-15354.81620,GO:0004478
Cluster-15354.81630,GO:0004725
Cluster-15354.81743,GO:0003735
Cluster-15354.81744,GO:0008168
Cluster-15354.81854,GO:0016747
Cluster-15354.81913,GO:0003735
Cluster-15354.81914,GO:0003735
Cluster-15354.81915,GO:0003735
Cluster-15354.81935,GO:0022857
Cluster-15354.81946,GO:0005509
Cluster-15354.81970,GO:0003677
Cluster-15354.81995,GO:0016491
Cluster-15354.82013,GO:0003700
Cluster-15354.82017,GO:0008168
Cluster-15354.82018,GO:0008168
Cluster-15354.82033,GO:0051537
Cluster-15354.82039,GO:0045735
Cluster-15354.82105,GO:0005524
Cluster-15354.82121,GO:0003700
Cluster-15354.82146,GO:0004185
Cluster-15354.82167,GO:0005525
Cluster-15354.82170,GO:0005525
Cluster-15354.82185,GO:0045158
Cluster-15354.82190,GO:0005515
Cluster-15354.82253,GO:0051033
Cluster-15354.82309,GO:0003676
Cluster-15354.82310,GO:0003676
Cluster-15354.82311,GO:0005179
Cluster-15354.82316,GO:0003676
Cluster-15354.82317,GO:0003676
Cluster-15354.82320,GO:0003676
Cluster-15354.82325,GO:0003700
Cluster-15354.82331,GO:0004096
Cluster-15354.82386,GO:0005515
Cluster-15354.82402,GO:0005524
Cluster-15354.82437,GO:0005509
Cluster-15354.82438,GO:0015128
Cluster-15354.82473,GO:0004096
Cluster-15354.82547,GO:0005509
Cluster-15354.8256,GO:0005515
Cluster-15354.82592,GO:0004197
Cluster-15354.82637,GO:0004089
Cluster-15354.82687,GO:0003676
Cluster-15354.82688,GO:0003676
Cluster-15354.82717,GO:0004089
Cluster-15354.82719,GO:0005543
Cluster-15354.82812,GO:0001104
Cluster-15354.82827,GO:0005509
Cluster-15354.82831,GO:0008200
Cluster-15354.82874,GO:0003676
Cluster-15354.82881,GO:0005515
Cluster-15354.82887,GO:0016788
Cluster-15354.82906,GO:0016620
Cluster-15354.82909,GO:0015035
Cluster-15354.82999,GO:0008200
Cluster-15354.83028,GO:0020037
Cluster-15354.83029,GO:0016491
Cluster-15354.83070,GO:0020037
Cluster-15354.83139,GO:0016491
Cluster-15354.83140,GO:0016491
Cluster-15354.83141,GO:0005524
Cluster-15354.83142,GO:0016491
Cluster-15354.83181,GO:0016616
Cluster-15354.83243,GO:0016627
Cluster-15354.83261,GO:0005509
Cluster-15354.83277,GO:0005515
Cluster-15354.83287,GO:0005515
Cluster-15354.83320,GO:0000156
Cluster-15354.83322,GO:0016787
Cluster-15354.83338,GO:0003899
Cluster-15354.83356,GO:0008374
Cluster-15354.83378,GO:0005524
Cluster-15354.83385,GO:0003824
Cluster-15354.83400,GO:0016616
Cluster-15354.83410,GO:0003824
Cluster-15354.83460,GO:0003824
Cluster-15354.83467,GO:0000287
Cluster-15354.83475,GO:0051537
Cluster-15354.83481,GO:0004674
Cluster-15354.83492,GO:0004332
Cluster-15354.83494,GO:0004332
Cluster-15354.83503,GO:0016755
Cluster-15354.83515,GO:0020037
Cluster-15354.83517,GO:0005525
Cluster-15354.83543,GO:0016620
Cluster-15354.83550,GO:0016620
Cluster-15354.83555,GO:0008234
Cluster-15354.83603,GO:0004089
Cluster-15354.83622,GO:0003697
Cluster-15354.83659,GO:0005509
Cluster-15354.83667,GO:0016829
Cluster-15354.83697,GO:0004478
Cluster-15354.83698,GO:0004478
Cluster-15354.83753,GO:0016491
Cluster-15354.83764,GO:0016638
Cluster-15354.83769,GO:0004089
Cluster-15354.83775,GO:0005509
Cluster-15354.83785,GO:0016616
Cluster-15354.83813,GO:0051920
Cluster-15354.83831,GO:0003690
Cluster-15354.83837,GO:0003677
Cluster-15354.83847,GO:0003677
Cluster-15354.83879,GO:0009055
Cluster-15354.83896,GO:0005509
Cluster-15354.83903,GO:0005516
Cluster-15354.83912,GO:0005509
Cluster-15354.83913,GO:0005509
Cluster-15354.83961,GO:0008270
Cluster-15354.83966,GO:0008270
Cluster-15354.83970,GO:0004089
Cluster-15354.84013,GO:0004089
Cluster-15354.84044,GO:0016616
Cluster-15354.84076,GO:0016616
Cluster-15354.84079,GO:0016616
Cluster-15354.84086,GO:0016638
Cluster-15354.84092,GO:0005509
Cluster-15354.84105,GO:0008536
Cluster-15354.84107,GO:0008536
Cluster-15354.84122,GO:0016853
Cluster-15354.84211,GO:0005516
Cluster-15354.84213,GO:0005515
Cluster-15354.84254,GO:0016832
Cluster-15354.84306,GO:0020037
Cluster-15354.84351,GO:0046872
Cluster-15354.84404,GO:0004672
Cluster-15354.84420,GO:0005215
Cluster-15354.84468,GO:0003723
Cluster-15354.84488,GO:0016811
Cluster-15354.84576,GO:0003840
Cluster-15354.84602,GO:0016857
Cluster-15354.84698,GO:0020037
Cluster-15354.84759,GO:0004751
Cluster-15354.84776,GO:0003676
Cluster-15354.84801,GO:0004332
Cluster-15354.84802,GO:0004332
Cluster-15354.84820,GO:0004672
Cluster-15354.84827,GO:0030246
Cluster-15354.84828,GO:0030246
Cluster-15354.84833,GO:0030246
Cluster-15354.84835,GO:0030246
Cluster-15354.84838,GO:0030246
Cluster-15354.84839,GO:0004553
Cluster-15354.84841,GO:0030246
Cluster-15354.84843,GO:0004634
Cluster-15354.84875,GO:0008134
Cluster-15354.84877,GO:0004190
Cluster-15354.84882,GO:0004478
Cluster-15354.84883,GO:0005246
Cluster-15354.84886,GO:0005506
Cluster-15354.84887,GO:0005506
Cluster-15354.85002,GO:0004672
Cluster-15354.85049,GO:0008124
Cluster-15354.85086,GO:0003676
Cluster-15354.85093,GO:0005525
Cluster-15354.85115,GO:0003735
Cluster-15354.85147,GO:0015238
Cluster-15354.85152,GO:0004096
Cluster-15354.85222,GO:0046872
Cluster-15354.85258,GO:0051082
Cluster-15354.85260,GO:0005524
Cluster-15354.85317,GO:0003690
Cluster-15354.85320,GO:0003857
Cluster-15354.85335,GO:0016491
Cluster-15354.85341,GO:0050662
Cluster-15354.85346,GO:0016491
Cluster-15354.85352,GO:0003677
Cluster-15354.85394,GO:0008289
Cluster-15354.85424,GO:0005198
Cluster-15354.85465,GO:0004190
Cluster-15354.85472,GO:0016301
Cluster-15354.85548,GO:0008270
Cluster-15354.85595,GO:0030955
Cluster-15354.85632,GO:0005096
Cluster-15354.85633,GO:0051082
Cluster-15354.85649,GO:0003700
Cluster-15354.85674,GO:0003746
Cluster-15354.85769,GO:0020037
Cluster-15354.85770,GO:0005506
Cluster-15354.85861,GO:0005198
Cluster-15354.85892,GO:0005247
Cluster-15354.85894,GO:0008168
Cluster-15354.85914,GO:0003735
Cluster-15354.85937,GO:0003676
Cluster-15354.85986,GO:0016760
Cluster-15354.86089,GO:0005515
Cluster-15354.86112,GO:0015297
Cluster-15354.86251,GO:0005524
Cluster-15354.86284,GO:0046983
Cluster-15354.86362,GO:0008964
Cluster-15354.86372,GO:0008964
Cluster-15354.86585,GO:0005515
Cluster-15354.86638,GO:0005509
Cluster-15354.86738,GO:0008171
Cluster-15354.86743,GO:0008171
Cluster-15354.86804,GO:0008270
Cluster-15354.86849,GO:0016742
Cluster-15354.86852,GO:0016742
Cluster-15354.86858,GO:0043531
Cluster-15354.86899,GO:0051287
Cluster-15354.87075,GO:0016779
Cluster-15354.87108,GO:0045735
Cluster-15354.87127,GO:0004857
Cluster-15354.87166,GO:0047134
Cluster-15354.87184,GO:0016868
Cluster-15354.87195,GO:0005515
Cluster-15354.87320,GO:0004867
Cluster-15354.87378,GO:0004565
Cluster-15354.87424,GO:0051082
Cluster-15354.87490,GO:0016491
Cluster-15354.87516,GO:0004601
Cluster-15354.87579,GO:0016705
Cluster-15354.87581,GO:0005524
Cluster-15354.87776,GO:0005524
Cluster-15354.87806,GO:0016787
Cluster-15354.87870,GO:0003676
Cluster-15354.88028,GO:0009055
Cluster-15354.88129,GO:0003779
Cluster-15354.88131,GO:0003779
Cluster-15354.88132,GO:0003779
Cluster-15354.88181,GO:0005375
Cluster-15354.88292,GO:0008883
Cluster-15354.88324,GO:0008565
Cluster-15354.88391,GO:0016829
Cluster-15354.88399,GO:0016829
Cluster-15354.88442,GO:0004252
Cluster-15354.88459,GO:0046872
Cluster-15354.88461,GO:0016760
Cluster-15354.88563,GO:0031072
Cluster-15354.88622,GO:0008168
Cluster-15354.88672,GO:0016491
Cluster-15354.88678,GO:0016491
Cluster-15354.88712,GO:0046983
Cluster-15354.88786,GO:0016616
Cluster-15354.88820,GO:0046872
Cluster-15354.88872,GO:0004386
Cluster-15354.88946,GO:0016491
Cluster-15354.88966,GO:0005524
Cluster-15354.89000,GO:0005515
Cluster-15354.89016,GO:0003676
Cluster-15354.89059,GO:0004427
Cluster-15354.89066,GO:0015238
Cluster-15354.89194,GO:0016491
Cluster-15354.89198,GO:0016491
Cluster-15354.89199,GO:0030151
Cluster-15354.89255,GO:0001104
Cluster-15354.89263,GO:0005515
Cluster-15354.89303,GO:0004418
Cluster-15354.89305,GO:0005507
Cluster-15354.89309,GO:0004418
Cluster-15354.89564,GO:0051082
Cluster-15354.89585,GO:0071949
Cluster-15354.89653,GO:0019825
Cluster-15354.89697,GO:0003824
Cluster-15354.89716,GO:0000166
Cluster-15354.90018,GO:0003677
Cluster-15354.90072,GO:0004553
Cluster-15354.90127,GO:0020037
Cluster-15354.9013,GO:0008948
Cluster-15354.9015,GO:0008948
Cluster-15354.90506,GO:0005524
Cluster-15354.90508,GO:0010277
Cluster-15354.90604,GO:0008168
Cluster-15354.90605,GO:0008168
Cluster-15354.90607,GO:0008168
Cluster-15354.90608,GO:0008168
Cluster-15354.90618,GO:0005215
Cluster-15354.90676,GO:0016149
Cluster-15354.90733,GO:0003774
Cluster-15354.90879,GO:0000287
Cluster-15354.90888,GO:0008703
Cluster-15354.90922,GO:0046872
Cluster-15354.90933,GO:0030170
Cluster-15354.91015,GO:0015035
Cluster-15354.91060,GO:0008289
Cluster-15354.91095,GO:0003677
Cluster-15354.91156,GO:0005524
Cluster-15354.91216,GO:0004672
Cluster-15354.91252,GO:0003676
Cluster-15354.91254,GO:0003677
Cluster-15354.91364,GO:0005515
Cluster-15354.91399,GO:0004672
Cluster-15354.91439,GO:0005509
Cluster-15354.91537,GO:0005515
Cluster-15354.91648,GO:0003724
Cluster-15354.91760,GO:0003676
Cluster-15354.91767,GO:0003676
Cluster-15354.91784,GO:0042578
Cluster-15354.91861,GO:0008759
Cluster-15354.91984,GO:0003677
Cluster-15354.92156,GO:0003676
Cluster-15354.92179,GO:0016491
Cluster-15354.9221,GO:0005515
Cluster-15354.92271,GO:0004616
Cluster-15354.92273,GO:0050661
Cluster-15354.92431,GO:0005515
Cluster-15354.92666,GO:0016597
Cluster-15354.92670,GO:0016758
Cluster-15354.92830,GO:0004526
Cluster-15354.92833,GO:0004526
Cluster-15354.92869,GO:0016491
Cluster-15354.92943,GO:0008324
Cluster-15354.93112,GO:0016760
Cluster-15354.93113,GO:0016760
Cluster-15354.93114,GO:0016760
Cluster-15354.93116,GO:0016760
Cluster-15354.93147,GO:0003950
Cluster-15354.93149,GO:0005525
Cluster-15354.93286,GO:0003700
Cluster-15354.93454,GO:0005524
Cluster-15354.93541,GO:0004512
Cluster-15354.93591,GO:0005524
Cluster-15354.9361,GO:0015087
Cluster-15354.93669,GO:0008236
Cluster-15354.93747,GO:0003899
Cluster-15354.93871,GO:0050662
Cluster-15354.93907,GO:0005219
Cluster-15354.93920,GO:0015078
Cluster-15354.93948,GO:0016757
Cluster-15354.94000,GO:0004185
Cluster-15354.94044,GO:0051082
Cluster-15354.94205,GO:0016773
Cluster-15354.94286,GO:0016491
Cluster-15354.94429,GO:0008233
Cluster-15354.94506,GO:0004072
Cluster-15354.94636,GO:0004514
Cluster-15354.94691,GO:0016853
Cluster-15354.94718,GO:0022857
Cluster-15354.94750,GO:0005515
Cluster-15354.94781,GO:0005516
Cluster-15354.94800,GO:0004345
Cluster-15354.94802,GO:0004345
Cluster-15354.94828,GO:0005524
Cluster-15354.94876,GO:0008883
Cluster-15354.95041,GO:0015116
Cluster-15354.95154,GO:0004659
Cluster-15354.95337,GO:0016616
Cluster-15354.95351,GO:0051287
Cluster-15354.95398,GO:0016817
Cluster-15354.95471,GO:0004197
Cluster-15354.95489,GO:0003779
Cluster-15354.95530,GO:0015930
Cluster-15354.95740,GO:0003677
Cluster-15354.95743,GO:0017150
Cluster-15354.95774,GO:0003676
Cluster-15354.95926,GO:0008146
Cluster-15354.95944,GO:0005213
Cluster-15354.96163,GO:0004601
Cluster-15354.96204,GO:0005524
Cluster-15354.96213,GO:0003824
Cluster-15354.96296,GO:0031072
Cluster-15354.96402,GO:0003735
Cluster-15354.96407,GO:0003735
Cluster-15354.96618,GO:0005515
Cluster-15354.96619,GO:0005515
Cluster-15354.96748,GO:0005524
Cluster-15354.96846,GO:0003723
Cluster-15354.96993,GO:0016787
Cluster-15354.97080,GO:0008168
Cluster-15354.97121,GO:0016760
Cluster-15354.97188,GO:0003735
Cluster-15354.97215,GO:0005515
Cluster-15354.97222,GO:0050661
Cluster-15354.97381,GO:0003723
Cluster-15354.97445,GO:0004222
Cluster-15354.97726,GO:0003677
Cluster-15354.97728,GO:0005515
Cluster-15354.97881,GO:0003700
Cluster-15354.97896,GO:0015075
Cluster-15354.98083,GO:0016616
Cluster-15354.98299,GO:0004252
Cluster-15354.98322,GO:0004347
Cluster-15354.98420,GO:0003677
Cluster-15354.98516,GO:0004109
Cluster-15354.98748,GO:0016887
Cluster-15354.98882,GO:0003779
Cluster-15354.98889,GO:0004553
Cluster-15354.99009,GO:0005524
Cluster-15354.99108,GO:0005524
Cluster-15354.99187,GO:0016773
Cluster-15354.99485,GO:0046872
Cluster-15354.99541,GO:0003700
Cluster-15354.99542,GO:0008270
Cluster-15354.99740,GO:0004857
Cluster-15354.99743,GO:0030599
Cluster-15354.99749,GO:0016638
Cluster-16692.0,GO:0005515
Cluster-21316.0,GO:0008168
Cluster-21582.4,GO:0005515
Cluster-25629.0,GO:0005525
Cluster-27788.0,GO:0005515
Cluster-28510.2,GO:0005515
Cluster-28510.3,GO:0005201
Cluster-29904.6,GO:0005516
Cluster-32591.5,GO:0003682
Cluster-33273.0,GO:0005525
Cluster-33965.1,GO:0003824
Cluster-34175.0,GO:0003735
Cluster-36085.0,GO:0005102
Cluster-37200.6,GO:0008270
Cluster-3827.0,GO:0003735
Cluster-38827.3,GO:0005201
Cluster-39136.1,GO:0005509
Cluster-39376.0,GO:0043565
Cluster-39622.10,GO:0005515
Cluster-4357.3,GO:0003924
Cluster-43864.0,GO:0008745
Cluster-43964.2,GO:0003700
Cluster-44595.1,GO:0000049
Cluster-45570.0,GO:0015238
Cluster-46822.1,GO:0005515
Cluster-48422.1,GO:0005515
Cluster-50294.0,GO:0005516
Cluster-50808.0,GO:0003756
Cluster-51475.0,GO:0005506
Cluster-51899.0,GO:0016987
Cluster-52544.1,GO:0051082
Cluster-52876.0,GO:0005515
Cluster-52924.0,GO:0003924
Cluster-53622.0,GO:0003941
Cluster-53670.1,GO:0003700
Cluster-54072.7,GO:0046983
Cluster-5840.0,GO:0003677
Cluster-6811.0,GO:0003677
Cluster-7594.0,GO:0022857
Cluster-13954.7,GO:0046983
Cluster-15354.100306,GO:0003700
Cluster-15354.100360,GO:0005524
Cluster-15354.100614,GO:0061630
Cluster-15354.100735,GO:0004672
Cluster-15354.100781,GO:0003899
Cluster-15354.101044,GO:0003755
Cluster-15354.101235,GO:0000774
Cluster-15354.101243,GO:0005515
Cluster-15354.101349,GO:0005524
Cluster-15354.101807,GO:0003684
Cluster-15354.102267,GO:0005515
Cluster-15354.102270,GO:0003700
Cluster-15354.102278,GO:0016491
Cluster-15354.102368,GO:0005524
Cluster-15354.102456,GO:0004565
Cluster-15354.102982,GO:0004386
Cluster-15354.103467,GO:0030599
Cluster-15354.103977,GO:0003924
Cluster-15354.103987,GO:0004348
Cluster-15354.104132,GO:0050661
Cluster-15354.104173,GO:0017048
Cluster-15354.104176,GO:0017048
Cluster-15354.104324,GO:0050662
Cluster-15354.104392,GO:0010181
Cluster-15354.104508,GO:0050662
Cluster-15354.104574,GO:0015297
Cluster-15354.104576,GO:0003774
Cluster-15354.104855,GO:0008270
Cluster-15354.104879,GO:0005524
Cluster-15354.104956,GO:0003824
Cluster-15354.105194,GO:0005524
Cluster-15354.105217,GO:0016705
Cluster-15354.105373,GO:0005515
Cluster-15354.105417,GO:0004743
Cluster-15354.105418,GO:0030955
Cluster-15354.105466,GO:0047134
Cluster-15354.105544,GO:0003676
Cluster-15354.105592,GO:0008138
Cluster-15354.105642,GO:0008168
Cluster-15354.106003,GO:0016888
Cluster-15354.106004,GO:0003676
Cluster-15354.106011,GO:0004559
Cluster-15354.106188,GO:0005524
Cluster-15354.106198,GO:0030170
Cluster-15354.106203,GO:0005524
Cluster-15354.106206,GO:0016831
Cluster-15354.106410,GO:0003968
Cluster-15354.106411,GO:0003968
Cluster-15354.107186,GO:0016747
Cluster-15354.107523,GO:0003677
Cluster-15354.108210,GO:0005544
Cluster-15354.108597,GO:0004715
Cluster-15354.109137,GO:0005515
Cluster-15354.109938,GO:0004129
Cluster-15354.110061,GO:0004484
Cluster-15354.110136,GO:0005515
Cluster-15354.110310,GO:0005507
Cluster-15354.110448,GO:0005524
Cluster-15354.110626,GO:0016620
Cluster-15354.110630,GO:0008839
Cluster-15354.110878,GO:0000287
Cluster-15354.111195,GO:0005524
Cluster-15354.111665,GO:0046872
Cluster-15354.112134,GO:0030269
Cluster-15354.112174,GO:0004672
Cluster-15354.112302,GO:0016887
Cluster-15354.112388,GO:0004672
Cluster-15354.112417,GO:0046872
Cluster-15354.112541,GO:0003723
Cluster-15354.112551,GO:0016987
Cluster-15354.112658,GO:0046872
Cluster-15354.112901,GO:0003677
Cluster-15354.112972,GO:0045300
Cluster-15354.112973,GO:0045300
Cluster-15354.114225,GO:0000155
Cluster-15354.114356,GO:0005515
Cluster-15354.114567,GO:0003677
Cluster-15354.114568,GO:0016987
Cluster-15354.114646,GO:0008270
Cluster-15354.114750,GO:0016987
Cluster-15354.114870,GO:0005515
Cluster-15354.115015,GO:0003723
Cluster-15354.115708,GO:0004565
Cluster-15354.115739,GO:0004797
Cluster-15354.115863,GO:0003676
Cluster-15354.115916,GO:0016788
Cluster-15354.116223,GO:0004197
Cluster-15354.11627,GO:0016887
Cluster-15354.11628,GO:0003924
Cluster-15354.116284,GO:0008083
Cluster-15354.116513,GO:0003774
Cluster-15354.116648,GO:0051082
Cluster-15354.116795,GO:0015238
Cluster-15354.116962,GO:0016702
Cluster-15354.117117,GO:0003951
Cluster-15354.117191,GO:0043565
Cluster-15354.118360,GO:0005515
Cluster-15354.118514,GO:0005524
Cluster-15354.118720,GO:0005525
Cluster-15354.119044,GO:0005515
Cluster-15354.119408,GO:0003899
Cluster-15354.119456,GO:2001070
Cluster-15354.119602,GO:0003677
Cluster-15354.120210,GO:0052861
Cluster-15354.120239,GO:0004672
Cluster-15354.120256,GO:0008483
Cluster-15354.120346,GO:0016747
Cluster-15354.120925,GO:0008270
Cluster-15354.121099,GO:0003677
Cluster-15354.121220,GO:0042626
Cluster-15354.121471,GO:0008092
Cluster-15354.121490,GO:0009055
Cluster-15354.121982,GO:0004725
Cluster-15354.122239,GO:0003824
Cluster-15354.122408,GO:0043130
Cluster-15354.122413,GO:0016209
Cluster-15354.122429,GO:0005515
Cluster-15354.122769,GO:0005515
Cluster-15354.122770,GO:0020037
Cluster-15354.122772,GO:0005515
Cluster-15354.122773,GO:0005515
Cluster-15354.122776,GO:0017025
Cluster-15354.123023,GO:0005515
Cluster-15354.123083,GO:0016787
Cluster-15354.123317,GO:0032183
Cluster-15354.124793,GO:0005524
Cluster-15354.125058,GO:0005524
Cluster-15354.125059,GO:0005525
Cluster-15354.125069,GO:0003924
Cluster-15354.125545,GO:0004425
Cluster-15354.125820,GO:0005515
Cluster-15354.126198,GO:0004672
Cluster-15354.126482,GO:0004672
Cluster-15354.126582,GO:0005524
Cluster-15354.126585,GO:0016887
Cluster-15354.127195,GO:0008270
Cluster-15354.127358,GO:0003676
Cluster-15354.127769,GO:0016779
Cluster-15354.128315,GO:0008324
Cluster-15354.128316,GO:0008324
Cluster-15354.128323,GO:0008324
Cluster-15354.128605,GO:0000287
Cluster-15354.128677,GO:0008483
Cluster-15354.128706,GO:0005509
Cluster-15354.129010,GO:0008312
Cluster-15354.129570,GO:0004674
Cluster-15354.129644,GO:0005516
Cluster-15354.129648,GO:0046872
Cluster-15354.129673,GO:0020037
Cluster-15354.130030,GO:0005525
Cluster-15354.130201,GO:0004672
Cluster-15354.13034,GO:0000166
Cluster-15354.130808,GO:0004842
Cluster-15354.131500,GO:0016303
Cluster-15354.133278,GO:0003924
Cluster-15354.133381,GO:0003824
Cluster-15354.134350,GO:0016491
Cluster-15354.134530,GO:0008762
Cluster-15354.134535,GO:0000287
Cluster-15354.134930,GO:0000287
Cluster-15354.135195,GO:0016829
Cluster-15354.135245,GO:0008168
Cluster-15354.136205,GO:0005515
Cluster-15354.137543,GO:0005524
Cluster-15354.138239,GO:0005524
Cluster-15354.13835,GO:0005198
Cluster-15354.13837,GO:0003676
Cluster-15354.13839,GO:0005198
Cluster-15354.138411,GO:0005524
Cluster-15354.138730,GO:0016708
Cluster-15354.138733,GO:0003676
Cluster-15354.139059,GO:0003677
Cluster-15354.139123,GO:0005524
Cluster-15354.139796,GO:0034228
Cluster-15354.139855,GO:0016491
Cluster-15354.139859,GO:0005515
Cluster-15354.14021,GO:0008270
Cluster-15354.140375,GO:0016491
Cluster-15354.140533,GO:0003676
Cluster-15354.141679,GO:0005524
Cluster-15354.142099,GO:0003677
Cluster-15354.143060,GO:0008236
Cluster-15354.143223,GO:0005515
Cluster-15354.143612,GO:0016787
Cluster-15354.144246,GO:0001671
Cluster-15354.144485,GO:0005515
Cluster-15354.145019,GO:0031423
Cluster-15354.145363,GO:0008134
Cluster-15354.145365,GO:0008134
Cluster-15354.145366,GO:0016787
Cluster-15354.145367,GO:0016887
Cluster-15354.145368,GO:0016887
Cluster-15354.145370,GO:0005525
Cluster-15354.145925,GO:0043047
Cluster-15354.147784,GO:0003676
Cluster-15354.147980,GO:0004553
Cluster-15354.148382,GO:0016787
Cluster-15354.149322,GO:0016491
Cluster-15354.149513,GO:0009378
Cluster-15354.149903,GO:0043169
Cluster-15354.150046,GO:0003824
Cluster-15354.150048,GO:0000287
Cluster-15354.150132,GO:0016887
Cluster-15354.150772,GO:0005515
Cluster-15354.150783,GO:0003723
Cluster-15354.150784,GO:0003676
Cluster-15354.151253,GO:0008270
Cluster-15354.16639,GO:0005515
Cluster-15354.17031,GO:0016891
Cluster-15354.17306,GO:0043495
Cluster-15354.17309,GO:0033130
Cluster-15354.18501,GO:0000155
Cluster-15354.19639,GO:0004074
Cluster-15354.20930,GO:0008236
Cluster-15354.21949,GO:0016817
Cluster-15354.21950,GO:0003676
Cluster-15354.22182,GO:0003724
Cluster-15354.22449,GO:0009055
Cluster-15354.23167,GO:0005506
Cluster-15354.23815,GO:0050660
Cluster-15354.24368,GO:0016209
Cluster-15354.24989,GO:0061630
Cluster-15354.25458,GO:0016616
Cluster-15354.25623,GO:0043565
Cluster-15354.26407,GO:0008998
Cluster-15354.26829,GO:0008270
Cluster-15354.27157,GO:0019825
Cluster-15354.27892,GO:0051536
Cluster-15354.28217,GO:0005524
Cluster-15354.28229,GO:0005516
